collectionCode;datasetName;basisOfRecord;occurrenceID;recordedBy;sex;lifeStage;eventDate;year;yearPeriod;month;day;municipality;locality;decimalLatitude;decimalLongitude;geodeticDatum;identifiedBy;scientificName;kingdom
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:6;;Male;Adult;16/07/1941;1941;1941-1950;7;16;Antwerpen;Zandvliet;5.137.620.575.239.300;43.290.379.466.488.000;WGS84;M. Lips;Anopheles atroparvus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:7;;Female;Adult;16/07/1941;1941;1941-1950;7;16;Antwerpen;Zandvliet;5.137.620.575.239.300;43.290.379.466.488.000;WGS84;M. Lips;Anopheles atroparvus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:393;Maurice E. M. Goetghebuer;Female;Adult;18/06/1941;1941;1941-1950;6;18;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Aedes vexans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:394;Maurice E. M. Goetghebuer;Female;Adult;18/06/1941;1941;1941-1950;6;18;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Aedes vexans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:595;Maurice E. M. Goetghebuer;Male;Adult;5/09/1941;1941;1941-1950;9;5;Destelbergen;Bergenkruis;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus geniculatus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:597;Maurice E. M. Goetghebuer;Female;Adult;9/09/1941;1941;1941-1950;9;9;Destelbergen;Bergenkruis;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:682;A. Collart;Female;Adult;15/04/1941;1941;1941-1950;4;15;Vis̩;Lixhe, Lo̻n;5.076.892.155.383.400;5.659.102.106.211.520;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:743;A. Collart;Female;Adult;15/07/1941;1941;1941-1950;7;15;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Coquillettidia richiardii;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:745;A. Collart;Female;Adult;2/07/1941;1941;1941-1950;7;2;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Coquillettidia richiardii;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:747;A. Collart;Female;Adult;23/07/1941;1941;1941-1950;7;23;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Coquillettidia richiardii;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:750;V. Hendrickx;Female;Adult;28/06/1941;1941;1941-1950;6;28;Leuven;Kessel-Lo;5.087.617.968.867.680;47.411.947.866.182.900;WGS84;Wouter Dekoninck;Coquillettidia richiardii;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:765;;Female;Adult;10/03/1941;1941;1941-1950;3;10;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:766;;Female;Adult;10/03/1941;1941;1941-1950;3;10;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:795;Jean Kekenbosch;Male;Adult;12/09/1941;1941;1941-1950;9;12;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:796;Jean Kekenbosch;Male;Adult;12/09/1941;1941;1941-1950;9;12;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:807;;Male;Adult;13/10/1941;1941;1941-1950;10;13;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:819;;Female;Adult;15/10/1941;1941;1941-1950;10;15;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:820;;Male;Adult;15/10/1941;1941;1941-1950;10;15;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:821;P. Vanschuytbroeck;Female;Adult;15/12/1941;1941;1941-1950;12;15;Ixelles;;5.083.598.850.241.610;4.384.642.333.258.970;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:822;;Female;Adult;15/04/1941;1941;1941-1950;4;15;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:859;M. Lebrun;Male;Adult;mm/1941;1941;1941-1950;;;Brussel;;5.083.598.850.241.610;4.384.642.333.258.970;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:866;Jean Kekenbosch;Female;Adult;2/09/1941;1941;1941-1950;9;2;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:868;J. Verbeke;Female;Adult;20/10/1941;1941;1941-1950;10;20;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:900;A. Collart;Male;Adult;23/07/1941;1941;1941-1950;7;23;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1061;;Female;Adult;12/03/1941;1941;1941-1950;3;12;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1142;;Male;Adult;7/09/1941;1941;1941-1950;9;7;Gent;Sint-Amandsberg;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1205;;Male;Adult;25/05/1941;1941;1941-1950;5;25;Lovendegem;Vinderhoute;5.106.705.221.325.610;36.779.129.208.714.600;WGS84;Wouter Dekoninck;Ochlerotatus cantans;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1241;;Female;Adult;10/09/1941;1941;1941-1950;9;10;Destelbergen;Bergenkruis;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1245;Jean Kekenbosch;Female;Adult;12/09/1941;1941;1941-1950;9;12;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1247;;Female;Adult;13/09/1941;1941;1941-1950;9;13;Destelbergen;Bergenkruis;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1248;;Female;Adult;13/09/1941;1941;1941-1950;9;13;Destelbergen;Bergenkruis;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1253;A. Collart;Male;Adult;15/07/1941;1941;1941-1950;7;15;;For̻t de Soignes;5.074.608.651.803.460;43.819.883.970.772.500;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1254;A. Collart;Female;Adult;15/07/1941;1941;1941-1950;7;15;;For̻t de Soignes;5.074.608.651.803.460;43.819.883.970.772.500;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1255;;Male;Adult;15/09/1941;1941;1941-1950;9;15;Destelbergen;Bergenkruis;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1256;;Female;Adult;15/09/1941;1941;1941-1950;9;15;Destelbergen;Bergenkruis;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1261;A. Collart;Female;Adult;2/07/1941;1941;1941-1950;7;2;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1266;A. Collart;Female;Adult;23/07/1941;1941;1941-1950;7;23;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1267;A. Collart;Female;Adult;23/07/1941;1941;1941-1950;7;23;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1269;A. Collart;Female;Adult;23/09/1941;1941;1941-1950;9;23;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1270;A. Collart;Female;Adult;24/06/1941;1941;1941-1950;6;24;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Ochlerotatus geniculatus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1312;A. Collart;Female;Adult;15/07/1941;1941;1941-1950;7;15;;For̻t de Soignes;5.074.608.651.803.460;43.819.883.970.772.500;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1363;;Female;Adult;11/05/1941;1941;1941-1950;5;11;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Wouter Dekoninck;Ochlerotatus rusticus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:82;A. Collart;Female;Adult;19/07/1942;1942;1941-1950;7;19;Jemeppe-sur-Sambre;Onoz - Spy;50.472.703.517.590.200;465.586.093.674.589;WGS84;A. Collart;Culex pipiens;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:244;Michel Bequaert;Female;Adult;29/07/1942;1942;1941-1950;7;29;Berlare;Overmere;5.106.504.853.625.820;3.963.312.754.704.780;WGS84;Michel Bequaert;Aedes vexans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:250;Michel Bequaert;Female;Adult;29/07/1942;1942;1941-1950;7;29;Berlare;Overmere;5.106.504.853.625.820;3.963.312.754.704.780;WGS84;Michel Bequaert;Anopheles claviger;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:253;Michel Bequaert;Female;Adult;29/07/1942;1942;1941-1950;7;29;Berlare;Overmere;5.106.504.853.625.820;3.963.312.754.704.780;WGS84;Michel Bequaert;Anopheles maculipennis;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:360;Michel Bequaert;Male;Adult;7/05/1942;1942;1941-1950;5;7;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:376;Michel Bequaert;Female;Adult;29/07/1942;1942;1941-1950;7;29;Berlare;Overmere;5.106.504.853.625.820;3.963.312.754.704.780;WGS84;Michel Bequaert;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:384;Maurice E. M. Goetghebuer;Female;Adult;28/07/1942;1942;1941-1950;7;28;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Aedes cinereus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:396;Maurice E. M. Goetghebuer;Female;Adult;29/07/1942;1942;1941-1950;7;29;Berlare;Overmere;5.106.504.853.625.820;3.963.312.754.704.780;WGS84;Maurice E. M. Goetghebuer;Aedes vexans;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:436;Maurice E. M. Goetghebuer;Female;Adult;28/07/1942;1942;1941-1950;7;28;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Maurice E. M. Goetghebuer;Anopheles maculipennis;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:438;Maurice E. M. Goetghebuer;Female;Adult;31/07/1942;1942;1941-1950;7;31;Destelbergen;Heusden;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Maurice E. M. Goetghebuer;Anopheles maculipennis;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:439;Maurice E. M. Goetghebuer;Female;Adult;6/08/1942;1942;1941-1950;8;6;Flobecq;Flobecq-bois;50.751.901.012.516.300;37.442.299.315.189.400;WGS84;Maurice E. M. Goetghebuer;Anopheles maculipennis;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:474;Maurice E. M. Goetghebuer;Male;Adult;24/08/1942;1942;1941-1950;8;24;Gent;;5.106.661.661.343.590;37.492.658.563.690.600;WGS84;Maurice E. M. Goetghebuer;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:671;A. Collart;Female;Adult;4/06/1942;1942;1941-1950;6;4;Bonheiden;Rijmenam;5.101.304.905.360.270;46.037.521.532.088.300;WGS84;Wouter Dekoninck;Aedes cinereus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:672;A. Collart;Male;Adult;4/06/1942;1942;1941-1950;6;4;Bonheiden;Rijmenam;5.101.304.905.360.270;46.037.521.532.088.300;WGS84;Wouter Dekoninck;Aedes cinereus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:673;A. Collart;Female;Adult;4/06/1942;1942;1941-1950;6;4;Bonheiden;Rijmenam;5.101.304.905.360.270;46.037.521.532.088.300;WGS84;Wouter Dekoninck;Aedes cinereus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:712;Maurice E. M. Goetghebuer;Female;Adult;22/07/1942;1942;1941-1950;7;22;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Anopheles maculipennis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:726;;Female;Adult;15/05/1942;1942;1941-1950;5;15;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Wouter Dekoninck;Anopheles plumbeus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:739;A. Collart;Female;Adult;1/07/1942;1942;1941-1950;7;1;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Coquillettidia richiardii;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:748;A. Collart;Female;Adult;24/06/1942;1942;1941-1950;6;24;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Coquillettidia richiardii;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:756;R. Tollet;Female;Adult;1/07/1942;1942;1941-1950;7;1;;For̻t de Soignes (sentier Les trois Fontaines);5.070.195.190.564.630;430.988.339.942.558;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:779;J. Cooreman;Male;Adult;11/09/1942;1942;1941-1950;9;11;;For̻t de Soignes (Grasdelle);5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:780;J. Cooreman;Female;Adult;11/09/1942;1942;1941-1950;9;11;;For̻t de Soignes (Grasdelle);5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:781;J. Cooreman;Female;Adult;11/09/1942;1942;1941-1950;9;11;;For̻t de Soignes (Grasdelle);5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:797;R. Tollet;Female;Adult;12/09/1942;1942;1941-1950;9;12;;For̻t de Soignes (sentier des Pins);5.079.017.505.335.690;4.454.228.994.569.030;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:798;R. Tollet;Male;Adult;12/09/1942;1942;1941-1950;9;12;;For̻t de Soignes (sentier des Pins);5.079.017.505.335.690;4.454.228.994.569.030;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:799;R. Tollet;Female;Adult;12/09/1942;1942;1941-1950;9;12;;For̻t de Soignes (sentier des Pins);5.079.017.505.335.690;4.454.228.994.569.030;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:800;R. Tollet;Male;Adult;12/09/1942;1942;1941-1950;9;12;;For̻t de Soignes (sentier des Pins);5.079.017.505.335.690;4.454.228.994.569.030;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:801;R. Tollet;Female;Adult;12/09/1942;1942;1941-1950;9;12;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:802;R. Tollet;Male;Adult;12/09/1942;1942;1941-1950;9;12;;For̻t de Soignes (Rouge-Clǫtre);5.083.512.448.461.180;4.455.625.713.577.010;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
