collectionCode;datasetName;basisOfRecord;occurrenceID;recordedBy;sex;lifeStage;eventDate;year;yearPeriod;month;day;municipality;locality;decimalLatitude;decimalLongitude;geodeticDatum;identifiedBy;scientificName;kingdom
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:284;Michel Bequaert;Female;Adult;11/05/1937;1937;1931-1940;5;11;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:285;Michel Bequaert;Female;Adult;2/05/1937;1937;1931-1940;5;2;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:286;Michel Bequaert;Male;Adult;2/05/1937;1937;1931-1940;5;2;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:287;Michel Bequaert;Female;Adult;20/05/1937;1937;1931-1940;5;20;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:288;Michel Bequaert;Male;Adult;27/04/1937;1937;1931-1940;4;27;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:289;Michel Bequaert;Male;Adult;29/04/1937;1937;1931-1940;4;29;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:290;Michel Bequaert;Female;Adult;3/05/1937;1937;1931-1940;5;3;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:291;Michel Bequaert;Female;Adult;5/05/1937;1937;1931-1940;5;5;Waarschoot;;51.157.362.451.328.500;36.077.366.709.859.300;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:292;Michel Bequaert;Female;Adult;7/05/1937;1937;1931-1940;5;7;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:293;Michel Bequaert;Male;Adult;7/05/1937;1937;1931-1940;5;7;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:294;Michel Bequaert;Male;Adult;8/05/1937;1937;1931-1940;5;8;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:295;Michel Bequaert;Male;Adult;8/05/1937;1937;1931-1940;5;8;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Culiseta morsitans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:296;Michel Bequaert;Male;Adult;1/05/1937;1937;1931-1940;5;1;Waarschoot;;51.157.362.451.328.500;36.077.366.709.859.300;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:297;Michel Bequaert;Male;Adult;11/05/1937;1937;1931-1940;5;11;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:298;Michel Bequaert;Female;Adult;11/05/1937;1937;1931-1940;5;11;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:302;Michel Bequaert;Male;Adult;25/04/1937;1937;1931-1940;4;25;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:305;Michel Bequaert;Female;Adult;6/05/1937;1937;1931-1940;5;6;Waarschoot;;51.157.362.451.328.500;36.077.366.709.859.300;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:306;Michel Bequaert;Male;Adult;7/05/1937;1937;1931-1940;5;7;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:307;Michel Bequaert;Male;Adult;8/05/1937;1937;1931-1940;5;8;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:308;Michel Bequaert;Female;Adult;11/05/1937;1937;1931-1940;5;11;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:310;Michel Bequaert;Male;Adult;14/04/1937;1937;1931-1940;4;14;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:311;Michel Bequaert;Male;Adult;16/04/1937;1937;1931-1940;4;16;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:312;Michel Bequaert;Female;Adult;20/04/1937;1937;1931-1940;4;20;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:313;Michel Bequaert;Female;Adult;20/05/1937;1937;1931-1940;5;20;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:315;Michel Bequaert;Female;Adult;27/05/1937;1937;1931-1940;5;27;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:316;Michel Bequaert;Female;Adult;28/04/1937;1937;1931-1940;4;28;Waarschoot;;51.157.362.451.328.500;36.077.366.709.859.300;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:319;Michel Bequaert;Male;Adult;3/05/1937;1937;1931-1940;5;3;Waarschoot;;51.157.362.451.328.500;36.077.366.709.859.300;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:321;Michel Bequaert;Male;Adult;7/05/1937;1937;1931-1940;5;7;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:322;Michel Bequaert;Male;Adult;8/05/1937;1937;1931-1940;5;8;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:323;Michel Bequaert;Male;Adult;8/05/1937;1937;1931-1940;5;8;Waarschoot;;51.157.362.451.328.500;36.077.366.709.859.300;WGS84;Michel Bequaert;Ochlerotatus cantans;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:349;Michel Bequaert;Male;Adult;10/04/1937;1937;1931-1940;4;10;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:350;Michel Bequaert;Male;Adult;11/04/1937;1937;1931-1940;4;11;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:354;Michel Bequaert;Male;Adult;14/04/1937;1937;1931-1940;4;14;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:357;Michel Bequaert;Female;Adult;27/04/1937;1937;1931-1940;4;27;Waarschoot;;51.157.362.451.328.500;36.077.366.709.859.300;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:358;Michel Bequaert;Female;Adult;28/04/1937;1937;1931-1940;4;28;Waarschoot;;51.157.362.451.328.500;36.077.366.709.859.300;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:363;Michel Bequaert;Male;Adult;16/04/1937;1937;1931-1940;4;16;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:365;Michel Bequaert;Female;Adult;17/04/1937;1937;1931-1940;4;17;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:366;Michel Bequaert;Male;Adult;17/04/1937;1937;1931-1940;4;17;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:370;Michel Bequaert;Female;Adult;2/05/1937;1937;1931-1940;5;2;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:371;Michel Bequaert;Female;Adult;2/05/1937;1937;1931-1940;5;2;Merelbeke;Munte, Bos;509.317.406.321.815;37.470.965.294.677.100;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:372;Michel Bequaert;Male;Adult;2/05/1937;1937;1931-1940;5;2;Merelbeke;Munte, Bos;509.317.406.321.815;37.470.965.294.677.100;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:373;Michel Bequaert;Female;Adult;21/04/1937;1937;1931-1940;4;21;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:374;Michel Bequaert;Female;Adult;3/05/1937;1937;1931-1940;5;3;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:687;A. Collart;Female;Adult;18/07/1937;1937;1931-1940;7;18;Libin;Poix-Saint-Hubert;4.996.769.550.512.360;5.266.011.831.306.140;WGS84;Wouter Dekoninck;Anopheles claviger;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:767;E. Janmoulle;Female;Adult;10/04/1937;1937;1931-1940;4;10;Watermaal;;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:816;A. Collart;Male;Adult;14/06/1937;1937;1931-1940;6;14;Koksijde;Bad;51.113.538.128.414.400;26.785.638.824.236.100;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:989;;Female;Adult;7/10/1937;1937;1931-1940;10;7;Gesves;Grottes de Goyet;50.420.986.215.020.100;5.076.399.926.113.290;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1046;;Female;Adult;1/09/1937;1937;1931-1940;9;1;Gent;Afsnee;5.102.209.321.382.340;36.772.569.758.437.600;WGS84;Michel Bequaert;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1050;E. Janmoulle;Female;Adult;10/02/1937;1937;1931-1940;2;10;Watermaal;;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1051;E. Janmoulle;Male;Adult;10/02/1937;1937;1931-1940;2;10;Watermaal;;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1056;E. Janmoulle;Male;Adult;nov/37;1937;1931-1940;11;;Watermaal;;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1057;E. Janmoulle;Female;Adult;nov/37;1937;1931-1940;11;;Watermaal;;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1058;E. Janmoulle;Male;Adult;12/12/1937;1937;1931-1940;12;12;Watermaal;;5.079.103.769.697.870;4.383.313.667.769.990;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1345;A. Collart;Female;Adult;28/05/1937;1937;1931-1940;5;28;Stavelot;Hockai;5.040.285.972.003.670;5.920.039.195.430.380;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1346;A. Collart;Female;Adult;28/05/1937;1937;1931-1940;5;28;Malmedy;Hautes-Fagnes, Fagne de Duzos-MoÃ©pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1353;A. Collart;Female;Adult;30/05/1937;1937;1931-1940;5;30;Eupen;Neu-Hattlich;50.584.245.727.360.200;61.393.917.743.638.700;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1372;A. Collart;Female;Adult;23/05/1937;1937;1931-1940;5;23;;ForÃªt de Soignes (Camp des Patriotes);50.481.149.577.591.900;3.880.917.659.929.080;WGS84;Wouter Dekoninck;Ochlerotatus rusticus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1381;A. Collart;Female;Adult;28/05/1937;1937;1931-1940;5;28;Malmedy;Hautes-Fagnes, Fagne de Duzos-MoÃ©pa;50.446.360.554.788.400;6.021.724.661.417.730;WGS84;Wouter Dekoninck;Ochlerotatus sticticus;Animalia
Coll. M. Goetghebuer;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:445;Maurice E. M. Goetghebuer;Female;Adult;12/07/1938;1938;1931-1940;7;12;Rouvroy;Torgny;49.512.632.060.712.800;5.521.229.315.316.790;WGS84;Maurice E. M. Goetghebuer;Anopheles plumbeus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:880;Antoine Ball;Female;Adult;21/07/1938;1938;1931-1940;7;21;Moorsel;;5.092.892.297.322.330;4.102.797.298.459.450;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:881;Antoine Ball;Male;Adult;21/07/1938;1938;1931-1940;7;21;Moorsel;;5.092.892.297.322.330;4.102.797.298.459.450;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:882;Antoine Ball;Male;Adult;21/07/1938;1938;1931-1940;7;21;Moorsel;;5.092.892.297.322.330;4.102.797.298.459.450;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:883;Antoine Ball;Female;Adult;21/07/1938;1938;1931-1940;7;21;Moorsel;;5.092.892.297.322.330;4.102.797.298.459.450;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1143;P. Mertens;Female;Adult;aug/38;1938;1931-1940;8;;Forest;;508.368.093.510.628;4.313.655.544.145.890;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1229;E. Janmoulle;Female;Adult;13/05/1938;1938;1931-1940;5;13;;ForÃªt de Soignes;5.074.608.651.803.460;43.819.883.970.772.500;WGS84;Wouter Dekoninck;Ochlerotatus communis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1235;A. Collart;Female;Adult;6/05/1938;1938;1931-1940;5;6;Nandrin;YernÃ©e-Fraineux, Fraineux (Hautes-Fagnes);5.050.402.879.527.080;5.432.627.365.251.330;WGS84;Wouter Dekoninck;Ochlerotatus communis;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1330;A. Collart;Female;Adult;21/10/1938;1938;1931-1940;10;21;Stavelot;Hockai;5.040.285.972.003.670;5.920.039.195.430.380;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1351;A. Collart;Female;Adult;3/06/1938;1938;1931-1940;6;3;Stavelot;Hockai;5.040.285.972.003.670;5.920.039.195.430.380;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1352;A. Collart;Female;Adult;3/07/1938;1938;1931-1940;7;3;;Hautes-Fagnes, MoÃ»pa-Fraineux;5.027.482.099.635.690;5.631.462.328.386.270;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1354;A. Collart;Female;Adult;30/06/1938;1938;1931-1940;6;30;Jalhay;Baraque Michel, Fontaine Perigny;5.053.622.479.183.080;5.981.856.049.211.470;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1358;A. Collart;Male;Adult;6/05/1938;1938;1931-1940;5;6;Nandrin;YernÃ©e-Fraineux, Fraineux (Hautes-Fagnes);5.050.402.879.527.080;5.432.627.365.251.330;WGS84;Wouter Dekoninck;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:299;Michel Bequaert;Male;Adult;11/05/1939;1939;1931-1940;5;11;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:301;;Female;Adult;20/05/1939;1939;1931-1940;5;20;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus annulipes;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:351;Michel Bequaert;Male;Adult;11/04/1939;1939;1931-1940;4;11;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:353;Michel Bequaert;Female;Adult;13/04/1939;1939;1931-1940;4;13;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:356;Maurice E. M. Goetghebuer;Female;Adult;20/04/1939;1939;1931-1940;4;20;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus punctor;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:364;Michel Bequaert;Male;Adult;16/04/1939;1939;1931-1940;4;16;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:367;Michel Bequaert;Male;Adult;17/04/1939;1939;1931-1940;4;17;Destelbergen;;5.106.613.746.522.110;38.206.169.257.590.400;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:368;Michel Bequaert;Male;Adult;18/04/1939;1939;1931-1940;4;18;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
Coll. M. Bequaert;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:369;Michel Bequaert;Female;Adult;18/04/1939;1939;1931-1940;4;18;Melle;;5.102.117.992.362.910;3.819.822.943.242.220;WGS84;Michel Bequaert;Ochlerotatus rusticus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:832;A. Collart;Female;Adult;16/10/1939;1939;1931-1940;10;16;Zemst;Weerde;5.096.997.052.098.240;4.459.837.403.181.940;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:1130;D. Streel;Female;Adult;31/03/1939;1939;1931-1940;3;31;Ixelles;;5.083.598.850.241.610;4.384.642.333.258.970;WGS84;Wouter Dekoninck;Culiseta annulata;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:8;;Male;Adult;aug/40;1940;1931-1940;8;;Ramskapelle;;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;M. Lips;Anopheles atroparvus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:9;;Female;Adult;aug/40;1940;1931-1940;8;;Ramskapelle;;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;M. Lips;Anopheles atroparvus;Animalia
RBINS Insect Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:10;;Female;Adult;aug/40;1940;1931-1940;8;;Ramskapelle;;5.133.851.408.667.620;3.251.229.494.419.810;WGS84;M. Lips;Anopheles atroparvus;Animalia
RINS Additional Collection;MODIRISK:RBINS Diptera: Culicidae Collection;PreservedSpecimen;RBINS:modirisk:collection:811;R. Tollet;Female;Adult;13/07/1940;1940;1931-1940;7;13;Pepinster;;5.058.595.812.107.200;5.790.065.642.418.310;WGS84;Wouter Dekoninck;Culex pipiens;Animalia
