samplingID,genus,lifeStage,locationID,sex,scientificName,Tubenumber,occurrenceRemarks,dateIdentified,individualCount,identifiedBy,decimalLatitude,decimalLongitude,habitat,municipality,comments
M2L023Oct,Culex,Adult,M2L023,F,torrentium,EL281,,2012/11/5 0:00:00,1,Isra Deblauwe,"50,99","5,67",tyre,Maasmechelen,close to road
M2L023Oct,Culex,Adult,M2L023,F,torrentium,EL282,,2012/11/5 0:00:00,1,Isra Deblauwe,"50,99","5,67",tyre,Maasmechelen,close to road
M2L038Oct,Culex,Adult,M2L038,F,pipiens,EL283,,2012/11/5 0:00:00,1,Isra Deblauwe,"50,99","5,60",metal container,Maasmechelen,Sand and gravel quarry
M2L038Oct,Culex,Adult,M2L038,F,pipiens,EL284,,2012/11/5 0:00:00,1,Isra Deblauwe,"50,99","5,60",metal container,Maasmechelen,Sand and gravel quarry
M2L038Oct,Culex,Adult,M2L038,M,torrentium,EL285,,2012/11/5 0:00:00,1,Isra Deblauwe,"50,99","5,60",metal container,Maasmechelen,Sand and gravel quarry
M2L038Oct,Culex,Adult,M2L038,F,pipiens,EL286,,2012/11/5 0:00:00,1,Isra Deblauwe,"50,99","5,60",metal container,Maasmechelen,Sand and gravel quarry
M2L038Oct,Culex,Adult,M2L038,F,pipiens,EL287,,2012/11/5 0:00:00,1,Isra Deblauwe,"50,99","5,60",metal container,Maasmechelen,Sand and gravel quarry
M2L023Oct,Culex,Adult,M2L023,M,pipiens/torrentium,EL288,1 prealar scale,2012/11/6 0:00:00,1,Isra Deblauwe,"50,99","5,67",tyre,Maasmechelen,close to road
N1L030Oc2,Aedes,Adult,N1L030,F,j. japonicus,EL289,in collection,2012/11/6 0:00:00,1,Isra Deblauwe,"50,33","5,03",plant box,Ciney,"Vincon, at entry, stone plant box"
N1L001Ap1,Aedes,Larva,N1L001,NA,j. japonicus,EL290,,2012/4/17 0:00:00,122,Isra Deblauwe,"50,33","5,04",tyre,Hamois,"Natoye, Havelange"
N1L001Ap1,Aedes,Larva,N1L001,NA,geniculatus,EL291,,2012/4/17 0:00:00,319,Isra Deblauwe,"50,33","5,04",tyre,Hamois,"Natoye, Havelange"
N1L004Ap1,Aedes,Larva,N1L004,NA,geniculatus,EL292,,2012/4/17 0:00:00,100,Isra Deblauwe,"50,33","5,07",tyre,Hamois,"Natoye, N2 Sarri Pneus"
N1L011Ap1,Aedes,Larva,N1L011,NA,j. japonicus,EL293,,2012/4/18 0:00:00,49,Isra Deblauwe,"50,32","5,03",water trough,Ciney,"Reuleau, open tank"
N1L012Ap1,Aedes,Larva,N1L012,NA,j. japonicus,EL294,,2012/4/18 0:00:00,1,Isra Deblauwe,"50,32","5,02",tyre,Ciney,"Vincon, tyres in field"
N1L010Apr,Culiseta,Larva,N1L010,NA,annulata,EL295,,2012/4/18 0:00:00,24,Isra Deblauwe,"50,33","5,03",tyre,Ciney,"Vincon, on silage & next to stable"
N1L010Apr,Culex,Larva,N1L010,NA,pipiens/torrentium,EL296,,2012/4/18 0:00:00,1,Isra Deblauwe,"50,33","5,03",tyre,Ciney,"Vincon, on silage & next to stable"
N1L004Ap1,Culiseta,Larva,N1L004,NA,annulata,EL297,small larvae (unid sp.1),2012/4/17 0:00:00,19,Isra Deblauwe,"50,33","5,07",tyre,Hamois,"Natoye, N2 Sarri Pneus"
N1L004Ap2,Aedes,Larva,N1L004,NA,geniculatus,EL298,,2012/4/30 0:00:00,9,Isra Deblauwe,"50,33","5,07",tyre,Hamois,"Natoye, N2 Sarri Pneus"
