TAG,Shape_Leng,Shape_Area
GR06A,19996.96891210000,24992422.55640000100
GR06B,19996.46845260000,24991172.00710000100
GR06C,19997.05019820000,24992626.13919999800
GR06D,19996.55031400000,24991376.13050000000
GR07A,19996.84280730000,24992107.74480000100
GR07B,19996.34158780000,24990854.80590000000
GR07C,19996.89974910000,24992250.07160000100
GR07D,19996.39880930000,24990998.22989999900
GR08A,19996.76579460000,24991915.04380000000
GR08B,19996.26342130000,24990659.32590000000
GR08C,19996.79809030000,24991995.76469999900
GR08D,19996.29629360000,24990741.59140000100
GR09A,19996.73737250000,24991843.90030000000
GR09B,19996.23424790000,24990586.30799999800
GR09C,19996.74532390000,24991864.16970000000
GR09D,19996.24267640000,24990607.46790000100
GR10A,424.80729150800,5968.00836780000
GR15A,9962.89079625000,4268584.00664000030
GR16A,17993.98749820000,19975889.80770000100
GR16C,18554.98123730000,15058161.29690000000
GR17A,17188.01219540000,17961365.01469999900
GR17C,17591.12495200000,18968939.30380000200
GR18A,16381.03492160000,15944335.64920000000
GR18C,16784.64891360000,16953164.83340000000
GR19A,15573.05228200000,13924777.26300000000
GR19C,15977.16951260000,14934873.61130000100
GS00A,19996.75804320000,24991895.76309999800
GS00B,19996.25387160000,24990635.45420000000
GS00C,19996.74164630000,24991854.78099999900
GS00D,19996.23804880000,24990595.70459999900
GS01A,19996.82770880000,24992070.09710000100
GS01B,19996.32268890000,24990807.36740000200
GS01C,19996.78666530000,24991967.50660000000
GS01D,19996.28221830000,24990706.51130000100
GS02A,17659.95167640000,11053528.32100000000
GS02B,15160.00084280000,9903102.83723000060
GS02C,19996.88117370000,24992203.24230000000
GS02D,19996.37568710000,24990939.83500000100
GS10A,14764.06016270000,11902665.31820000000
GS10C,15168.68263360000,12914041.84170000100
GS11A,13954.05455270000,9877974.93569000070
GS11C,14359.18447140000,10890644.29150000000
GS12A,6841.06406432000,2723905.48594000000
GS12C,13548.67060890000,8864655.73492999930
KA85B,775.73131642900,23675.51016220000
KA86B,17994.07100740000,19976099.78790000100
KA86D,18155.97798160000,14145885.22700000000
KA87B,17188.09740970000,17961578.52220000000
KA87D,17591.20924450000,18969150.30050000200
KA88B,16381.12119340000,15944551.36580000100
KA88D,16784.73489040000,16953379.60819999900
KA89B,15573.13904020000,13924994.02070000000
KA89D,15977.25611410000,14935090.84620000000
KA95A,10311.33185650000,2523815.87699999990
KA95B,10847.60942530000,3150099.65282000000
KA96A,19996.46891740000,24991172.99780000000
KA96B,22248.52406740000,19828052.39900000000
KA96C,23265.83784000000,20817795.84430000200
KA96D,21268.71198880000,14293251.21700000000
KA97A,19996.34179460000,24990855.42880000200
KA97B,19996.84354640000,24992109.69449999900
KA97C,19996.39922410000,24990999.16350000000
KA97D,19996.90023040000,24992251.58190000100
KA98A,19996.26383350000,24990660.17550000200
KA98B,19996.76627600000,24991916.43699999900
KA98C,19996.29673510000,24990742.79459999900
KA98D,19996.79883250000,24991997.40370000200
KA99A,19996.23454170000,24990587.04080000100
KA99B,19996.73795310000,24991845.66620000100
KA99C,19996.24311490000,24990608.35740000000
KA99D,19996.74598280000,24991865.61250000100
KB80B,14764.14652740000,11902881.58030000000
KB80D,15168.76918940000,12914258.64210000100
KB81B,13954.14023410000,9878189.93407999910
KB81D,14359.27058140000,10890859.52349999900
KB82B,6704.14116062000,2905342.64348000010
KB82D,13548.75546780000,8864868.34673999990
KB90A,19996.25401300000,24990636.50809999900
KB90B,19996.75860290000,24991897.17000000200
KB90C,19996.23815150000,24990596.05119999900
KB90D,20175.46162440000,24964673.44630000000
KB91A,19996.32305860000,24990808.39160000200
KB91B,18782.06732390000,19788265.13450000100
KB91C,19996.28244420000,24990706.89940000000
KB91D,20334.18113740000,24910901.57979999900
KB92A,5511.34037955000,1349159.49405000010
KB92C,22276.89226250000,17066041.36569999900
KB92D,10307.95204850000,5976405.26773000040
LA06A,3597.67841861000,604582.20397499995
LA07A,19997.33304730000,24993332.76340000000
LA07B,21288.73382120000,18794249.65839999900
LA07C,20362.09056220000,19852835.67069999900
LA07D,11068.06107800000,5343984.56493000030
LA08A,19997.25676060000,24993142.07240000000
LA08B,19997.73479460000,24994337.39440000100
LA08C,19997.28857300000,24993222.18499999900
LA08D,19997.76626200000,24994416.26630000000
LA09A,21087.65607770000,19507485.55920000000
LA09B,16946.28442820000,13775066.07279999900
LA09C,19997.23679930000,24993092.48800000200
LA09D,19997.71528370000,24994288.53539999900
LA17A,19769.36315740000,14210566.38950000000
LA17B,5166.52813108000,705586.04934100003
LA18A,16026.07724980000,14239619.03020000100
LA18C,19963.86644650000,14008866.39230000000
LA18D,441.67431750100,3850.15299431000
LA19A,7497.52217952000,2630326.34664000010
LA19C,17332.97852130000,13002579.53240000100
LB00A,19165.48975500000,17598889.74150000100
LB00B,5447.71294463000,724666.43253999995
LB00C,15152.51321070000,3257234.50010999990
LB01A,2503.27583732000,239487.59538700001
LB01C,22625.30905810000,13021822.83020000000
LB01D,7038.33615918000,3293860.71954000000
