Subcollectie;scientificName;eventData;municipality;locality;Utm5km;recordedBy;identifiedBy;sex;lifestage;preparations;Veld12;catalogNumber;;Provincie
Algemeen;Culex pipiens Linnaeus, 1758;9/6/1878;Andenne; Vezin;FR49A;Henri Donckier de Donceel;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-8-Culi-6;134;;NA
Algemeen;Culex pipiens Linnaeus, 1758;9/6/1878;Andenne; Vezin;FR49A;Henri Donckier de Donceel;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-8-Culi-6;135;;NA
Algemeen;Culex pipiens Linnaeus, 1758;; ;Sint-Pietersberg-groeve III;FS83D;;;Male;Adult;Whole mount;3C-7-Culi-6;136;;
Algemeen;Culiseta annulata (Schrank, 1776);1/8/1923;Bullange;;LA08B;Guilliaume Severin;;Female;Adult;Whole mount;3C-4-Culi-6;137;;LG
Algemeen;Culiseta annulata (Schrank, 1776);10/11/1917;Ukkel;;ES92B;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;138;;BR
Algemeen;Culiseta annulata (Schrank, 1776);10/11/1917;Ukkel;;ES92B;Guilliaume Severin;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;139;;BR
Algemeen;Culiseta annulata (Schrank, 1776);10/1908;Gent;;ES55A;Paul de Moffarts;Paul de Moffarts;Female;Adult;Whole mount;3C-4-Culi-6;140;;OV
Algemeen;Culiseta annulata (Schrank, 1776);10/1910;Gent;;ES55A;Paul de Moffarts;Paul de Moffarts;Male;Adult;Whole mount;3C-4-Culi-6;141;;OV
Algemeen;Culiseta annulata (Schrank, 1776);10/3/1896;Oudergem;;FS03C;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;142;;BR
Algemeen;Culiseta annulata (Schrank, 1776);12/10/1894;Brussel;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;143;;BR
Algemeen;Culiseta annulata (Schrank, 1776);12/11/1913;Brussel;;ES93D;;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;144;;BR
Algemeen;Culiseta annulata (Schrank, 1776);12/3/1943;Sint-Pieters-Woluwe;Bemel;FS03C;Narcisse Leleup;A. Collart;Male;Adult;Whole mount;3C-4-Culi-6;145;;BR
Algemeen;Culiseta annulata (Schrank, 1776);13/10/1911;Francorchamps;;GR19C;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;146;;LG
Algemeen;Culiseta annulata (Schrank, 1776);14/9/1892;Elsene; Ter Kameren;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;147;;BR
Algemeen;Culiseta annulata (Schrank, 1776);15/2/1903;Loppem;;ES16A;J. Jacobs;J. Jacobs;Female;Adult;Whole mount;3C-4-Culi-6;148;;WV
Algemeen;Culiseta annulata (Schrank, 1776);16/11/1895;Malonne;;FR28B;E. Coucke;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;149;;NA
Algemeen;Culiseta annulata (Schrank, 1776);17/9/1953;Embourg; Colonster;FS80A;;;Male;Adult;Whole mount;3C-4-Culi-6;150;;LG
Algemeen;Culiseta annulata (Schrank, 1776);18/10/1911;Francorchamps;;GR19C;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;151;;LG
Algemeen;Culiseta annulata (Schrank, 1776);18/6/1896;Brussel;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;152;;BR
Algemeen;Culiseta annulata (Schrank, 1776);1916;Brussel;;ES93D;André Léon Tonnoir;André Léon Tonnoir;Female;Adult;Whole mount;3C-4-Culi-6;153;;BR
Algemeen;Culiseta annulata (Schrank, 1776);2/9/1911;Sint-Genesius-Rode; Petite Espinette;ES92C;;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;154;;VB
Algemeen;Culiseta annulata (Schrank, 1776);20/3/1896;Brussel;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;155;;BR
Algemeen;Culiseta annulata (Schrank, 1776);20/3/1932;Huy; Ben-Ahin, Solières;FR59A;;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;156;;LG
Algemeen;Culiseta annulata (Schrank, 1776);20/9/1923;Bullange;;LA08B;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;157;;LG
Algemeen;Culiseta annulata (Schrank, 1776);23/10/1903;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;158;;OV
Algemeen;Culiseta annulata (Schrank, 1776);23/10/1913;Brussel;;ES93D;;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;159;;BR
Algemeen;Culiseta annulata (Schrank, 1776);23/3/1896;Oudergem; Rouge-Cloître;FS03C;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;160;;BR
Algemeen;Culiseta annulata (Schrank, 1776);24/2/1935;Huy; Ben-Ahin, Trou Manto (B.6);FR59A;Robert Leruth;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;161;;LG
Algemeen;Culiseta annulata (Schrank, 1776);24/7/1894;Brasschaat;;FS08C;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;162;;AN
Algemeen;Culiseta annulata (Schrank, 1776);24/7/1894;Brasschaat;;FS08C;E. Coucke;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;163;;AN
Algemeen;Culiseta annulata (Schrank, 1776);25/2/1951;Oudergem;;FS03C;A. Collart;A. Collart;Female;Adult;Whole mount;3C-4-Culi-6;164;;BR
Algemeen;Culiseta annulata (Schrank, 1776);25/9/1933;Lanaye; Grotte carrière inférieure;FS83D;A. Collart;A. Collart;Female;Adult;Whole mount;3C-4-Culi-6;165;;LG
Algemeen;Culiseta annulata (Schrank, 1776);28/3/1894;Etterbeek;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;166;;BR
Algemeen;Culiseta annulata (Schrank, 1776);28/7/1896;Brussel;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;167;;BR
Algemeen;Culiseta annulata (Schrank, 1776);3/1917;Brussel;;ES93D;André Léon Tonnoir;André Léon Tonnoir;Female;Adult;Whole mount;3C-4-Culi-6;168;;BR
Algemeen;Culiseta annulata (Schrank, 1776);30/3/1896;Watermaal;;ES92B;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;169;;BR
Algemeen;Culiseta annulata (Schrank, 1776);30/7/1918; ;Forêt de Soignes;ES92D;André Léon Tonnoir;André Léon Tonnoir;Male;Adult;Whole mount;3C-4-Culi-6;170;;
Algemeen;Culiseta annulata (Schrank, 1776);4/11/1895;Etterbeek;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;171;;BR
Algemeen;Culiseta annulata (Schrank, 1776);4/9/1935;Rochefort; Grotte de Tridaine (B.20);FR56D;Robert Leruth;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;172;;NA
Algemeen;Culiseta annulata (Schrank, 1776);7/1922;Mol; Postel;FS58C;Guilliaume Severin;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;173;;AN
Algemeen;Culiseta annulata (Schrank, 1776);7/4/1892;Etterbeek;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;174;;BR
Algemeen;Culiseta annulata (Schrank, 1776);7/6/1918;Wezembeek;;FS03C;André Léon Tonnoir;André Léon Tonnoir;Male;Adult;Whole mount;3C-4-Culi-6;175;;VB
Algemeen;Culiseta annulata (Schrank, 1776);8/10/1894;Brussel;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;176;;BR
Algemeen;Culiseta annulata (Schrank, 1776);8/1911;Sint-Genesius-Rode; Petite Espinette;ES92C;;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;177;;VB
Algemeen;Culiseta annulata (Schrank, 1776);8/7/1918;Anderlecht;;ES93C;André Léon Tonnoir;André Léon Tonnoir;Female;Adult;Whole mount;3C-4-Culi-6;178;;BR
Algemeen;Culiseta annulata (Schrank, 1776);8/9/1892;Etterbeek;;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;179;;BR
Algemeen;Culiseta annulata (Schrank, 1776);9/1909;Gent;;ES55A;Paul de Moffarts;Paul de Moffarts;Male;Adult;Whole mount;3C-4-Culi-6;180;;OV
Algemeen;Culiseta annulata (Schrank, 1776);9/1909;Gent;;ES55A;Paul de Moffarts;Paul de Moffarts;Female;Adult;Whole mount;3C-4-Culi-6;181;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);1/5/1921;Drongen;;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;182;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);1/5/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;183;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);1/5/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;184;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);1/7/1918; ;Forêt de Soignes;ES92D;André Léon Tonnoir;F. W. Edwards;Male;Adult;Whole mount;3C-4-Culi-6;185;;
Algemeen;Culiseta morsitans (Theobald, 1901);13/6/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;186;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);16/8/1920;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;187;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);17/8/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;188;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);18/7/1919; ;Forêt de Soignes;ES92D;André Léon Tonnoir;F. W. Edwards;Female;Adult;Whole mount;3C-4-Culi-6;189;;
Algemeen;Culiseta morsitans (Theobald, 1901);23/5/1903;Melle;;ES55D;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-4-Culi-6;190;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);30/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-4-Culi-6;191;;OV
Algemeen;Culiseta morsitans (Theobald, 1901);5/6/1918;Melsbroek;;FS04C;André Léon Tonnoir;F. W. Edwards;Male;Adult;Whole mount;3C-4-Culi-6;192;;VB
Algemeen;Ochlerotatus annulipes (Meigen, 1830);14/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-6-Culi-6;193;;OV
Algemeen;Ochlerotatus annulipes (Meigen, 1830);29/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;194;;OV
Algemeen;Ochlerotatus annulipes (Meigen, 1830);29/6/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;195;;OV
Algemeen;Ochlerotatus annulipes (Meigen, 1830);3/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;196;;OV
Algemeen;Ochlerotatus annulipes (Meigen, 1830);3/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-6-Culi-6;197;;OV
Algemeen;Ochlerotatus annulipes (Meigen, 1830);5/6/1918;Melsbroek;;FS04C;André Léon Tonnoir;F. W. Edwards;Female;Adult;Whole mount;3C-6-Culi-6;198;;VB
Algemeen;Ochlerotatus annulipes (Meigen, 1830);7/6/1918;Wezembeek;;FS03C;André Léon Tonnoir;F. W. Edwards;Male;Adult;Whole mount;3C-6-Culi-6;199;;VB
Algemeen;Ochlerotatus annulipes (Meigen, 1830);7/6/1918;Wezembeek;;FS03C;André Léon Tonnoir;F. W. Edwards;Female;Adult;Whole mount;3C-6-Culi-6;200;;VB
Algemeen;Ochlerotatus annulipes (Meigen, 1830);8/7/1910;Gent;;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-6-Culi-6;201;;OV
Algemeen;Ochlerotatus cantans (Meigen, 1818);11/7/1881;Hoeilaart;;FS02C;J. Jacobs;J. Jacobs;Female;Adult;Whole mount;3C-5-Culi-6;202;;VB
Algemeen;Ochlerotatus cantans (Meigen, 1818);22/5/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;203;;OV
Algemeen;Ochlerotatus cantans (Meigen, 1818);23/7/1917;Rixensart; Genval;FS02D;André Léon Tonnoir;F. W. Edwards;Female;Adult;Whole mount;3C-5-Culi-6;204;;BW
Algemeen;Ochlerotatus cantans (Meigen, 1818);24/5/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;205;;OV
Algemeen;Ochlerotatus cantans (Meigen, 1818);26/3/1943;Yvoir;;FR37B;Georges Marlier;A. Collart;Female;Adult;Whole mount;3C-5-Culi-6;206;;NA
Algemeen;Ochlerotatus cantans (Meigen, 1818);7/1922;Mol; Abdij van Postel;FS58C;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;207;;AN
Algemeen;Ochlerotatus cantans (Meigen, 1818);7/6/1918;Wezembeek;;FS03C;André Léon Tonnoir;F. W. Edwards;Female;Adult;Whole mount;3C-5-Culi-6;208;;VB
Algemeen;Ochlerotatus communis (De Geer, 1776);4/8/1965;Kalmthout;;FS09C;Georges Marlier;Georges Marlier;Female;Adult;Whole mount;3C-5-Culi-6;209;;AN
Algemeen;Ochlerotatus communis (De Geer, 1776);4/8/1965;Kalmthout;;FS09C;Georges Marlier;Georges Marlier;Undefined;Larva;Microscopic preparation;3C-5-Culi-6;210;;AN
Algemeen;Ochlerotatus communis (De Geer, 1776);8/5/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;211;;OV
Algemeen;Ochlerotatus detritus (Haliday, 1833);17/7/1926;Knokke-Heist; Knokke;ES18B;;;Female;Adult;Whole mount;3C-5-Culi-6;212;;WV
Algemeen;Ochlerotatus geniculatus (Olivier, 1791);1/7/1918; ;Forêt de Soignes;ES92D;André Léon Tonnoir;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;213;;
Algemeen;Ochlerotatus geniculatus (Olivier, 1791);10/8/1918; ;Forêt de Soignes;ES92D;André Léon Tonnoir;F. W. Edwards;Male;Adult;Whole mount;3C-6-Culi-6;214;;
Algemeen;Ochlerotatus geniculatus (Olivier, 1791);3/9/1917; ;Forêt de Soignes;ES92D;André Léon Tonnoir;André Léon Tonnoir;Female;Adult;Whole mount;3C-6-Culi-6;215;;
Algemeen;Ochlerotatus geniculatus (Olivier, 1791);30/7/1918; ;Forêt de Soignes;ES92D;André Léon Tonnoir;André Léon Tonnoir;Female;Adult;Whole mount;3C-6-Culi-6;216;;
Algemeen;Ochlerotatus geniculatus (Olivier, 1791);31/5/1918;Sint-Pieters-Woluwe; Stokkel;FS03C;André Léon Tonnoir;André Léon Tonnoir;Female;Adult;Whole mount;3C-6-Culi-6;217;;BR
Algemeen;Ochlerotatus geniculatus (Olivier, 1791);31/8/1896;Elsene; Ter Kameren;ES93D;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;218;;BR
Algemeen;Ochlerotatus geniculatus (Olivier, 1791);5/6/1894;Oudergem; Rouge-Cloître;FS03C;E. Coucke;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;219;;BR
Algemeen;Ochlerotatus geniculatus (Olivier, 1791);8/1911;Sint-Genesius-Rode; Petite Espinette;ES92C;;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;220;;VB
Algemeen;Ochlerotatus punctor (Kirby, 1837);1/7/1918; ;Forêt de Soignes;ES92D;André Léon Tonnoir;F. W. Edwards;Female;Adult;Whole mount;3C-6-Culi-6;221;;
Algemeen;Ochlerotatus punctor (Kirby, 1837);11/5/1910;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;222;;OV
Algemeen;Ochlerotatus punctor (Kirby, 1837);14/4/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Eugène Séguy;Male;Adult;Whole mount;3C-6-Culi-6;223;;OV
Algemeen;Ochlerotatus punctor (Kirby, 1837);14/7/1881;Hoeilaart;;FS02C;J. Jacobs;J. Jacobs;Male;Adult;Whole mount;3C-6-Culi-6;224;;VB
Algemeen;Ochlerotatus punctor (Kirby, 1837);18/5/1909;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-6-Culi-6;225;;OV
Algemeen;Ochlerotatus punctor (Kirby, 1837);21/5/1918; ;Forêt de Soignes;ES92D;André Léon Tonnoir;F. W. Edwards;Female;Adult;Whole mount;3C-6-Culi-6;226;;
Algemeen;Ochlerotatus punctor (Kirby, 1837);5/5/1922;Mol; Postel;FS58C;André Léon Tonnoir;F. W. Edwards;Female;Adult;Whole mount;3C-6-Culi-6;227;;AN
Algemeen;Ochlerotatus punctor (Kirby, 1837);5/6/1918;Melsbroek;;FS04C;André Léon Tonnoir;F. W. Edwards;Male;Adult;Whole mount;3C-6-Culi-6;228;;VB
Algemeen;Ochlerotatus rusticus (Rossi, 1790);1/5/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;229;;OV
Algemeen;Ochlerotatus rusticus (Rossi, 1790);1/5/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;230;;OV
Algemeen;Ochlerotatus rusticus (Rossi, 1790);12/5/1903;Gent; Oostakker;ES56C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;231;;OV
Algemeen;Ochlerotatus rusticus (Rossi, 1790);12/5/1909;Gent; Sint-Amandsberg;ES55A;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;232;;OV
Algemeen;Ochlerotatus rusticus (Rossi, 1790);17/4/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;233;;OV
Algemeen;Ochlerotatus rusticus (Rossi, 1790);17/4/1921;Lovendegem; Vinderhoute;ES45B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;234;;OV
Algemeen;Ochlerotatus rusticus (Rossi, 1790);18/4/1903;Gent; Oostakker;ES56C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-5-Culi-6;235;;OV
Algemeen;Ochlerotatus rusticus (Rossi, 1790);18/4/1903;Gent; Oostakker;ES56C;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-5-Culi-6;236;;OV
Algemeen;Ochlerotatus rusticus (Rossi, 1790);5/1902;Loppem;;ES16A;J. Jacobs;Wouter Dekoninck;Female;Adult;Whole mount;3C-5-Culi-6;237;;WV
Algemeen;Ochlerotatus sticticus (Meigen, 1838);25/3/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;238;;OV
Algemeen;Ochlerotatus sticticus (Meigen, 1838);25/3/1921;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-6-Culi-6;239;;OV
Algemeen;Ochlerotatus sticticus (Meigen, 1838);5/5/1922;Mol; Postel;FS58C;Guilliaume Severin;Maurice E. M. Goetghebuer;Female;Adult;Whole mount;3C-6-Culi-6;240;;AN
Algemeen;Ochlerotatus sticticus (Meigen, 1838);5/5/1922;Mol; Postel;FS58C;Guilliaume Severin;Maurice E. M. Goetghebuer;Male;Adult;Whole mount;3C-6-Culi-6;241;;AN
Coll. M. Bequaert;Aedes cinereus Meigen, 1818;31/5/1912;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Michel Bequaert;Male;Adult;Whole mount;3C-2-Culi-6;242;;OV
Coll. M. Bequaert;Aedes cinereus Meigen, 1818;8/6/1922;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;243;;OV
Coll. M. Bequaert;Aedes vexans (Meigen, 1830);29/7/1942;Berlare; Overmere;ES65B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;244;;OV
Coll. M. Bequaert;Anopheles claviger (Meigen, 1804);1/9/1931;De Panne;;DS76C;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;245;;WV
Coll. M. Bequaert;Anopheles claviger (Meigen, 1804);16/10/1946;Melle;;ES55D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;246;;OV
Coll. M. Bequaert;Anopheles claviger (Meigen, 1804);25/4/1934;Waarschoot; Waarschootbos;ES46A;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;247;;OV
Coll. M. Bequaert;Anopheles claviger (Meigen, 1804);25/8/1943;Berlare; Overmere;ES65B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;248;;OV
Coll. M. Bequaert;Anopheles claviger (Meigen, 1804);26/10/1932;Zeebrugge;;ES18A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;249;;WV
Coll. M. Bequaert;Anopheles claviger (Meigen, 1804);29/7/1942;Berlare; Overmere;ES65B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;250;;OV
Coll. M. Bequaert;Anopheles maculipennis s.s. Meigen, 1818;11/6/1923;Mol; Postel;FS58C;Guilliaume Severin;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;251;;AN
Coll. M. Bequaert;Anopheles maculipennis s.s. Meigen, 1818;25/8/1943;Berlare; Overmere;ES65B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;252;;OV
Coll. M. Bequaert;Anopheles maculipennis s.s. Meigen, 1818;29/7/1942;Berlare; Overmere;ES65B;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;253;;OV
Coll. M. Bequaert;Anopheles maculipennis s.s. Meigen, 1818;30/8/1937;Gent; Afsnee;ES45D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;254;;OV
Coll. M. Bequaert;Anopheles maculipennis s.s. Meigen, 1818;5/6/1947;Gent; Afsnee;ES45D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;255;;OV
Coll. M. Bequaert;Anopheles maculipennis s.s. Meigen, 1818;7/1922;Mol; Postel;FS58C;Guilliaume Severin;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;256;;AN
Coll. M. Bequaert;Coquillettidia richiardii (Ficalbi, 1889);11/7/1926;Destelbergen;;ES55B;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;257;;OV
Coll. M. Bequaert;Coquillettidia richiardii (Ficalbi, 1889);26/7/1933;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;258;;OV
Coll. M. Bequaert;Coquillettidia richiardii (Ficalbi, 1889);26/7/1933;Destelbergen; Heusden;ES55D;Maurice E. M. Goetghebuer;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;259;;OV
Coll. M. Bequaert;Coquillettidia richiardii (Ficalbi, 1889);9/9/1951;Blankenberge;;ES08D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-2-Culi-6;260;;WV
Coll. M. Bequaert;Culex hortensis Ficalbi, 1889;6/7/1947;Aywaille; Nonceveux;FR99C;Michel Bequaert;Wouter Dekoninck;Female;Adult;Whole mount;3C-1-Culi-6;261;;LG
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;1/10/1937;Gent;;ES55A;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;262;;OV
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;1/9/1943;Gent;;ES55A;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;263;;OV
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;10/3/1948;Gent;;ES55A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;264;;OV
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;10/3/1948;Gent;;ES55A;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;265;;OV
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;2/10/1955;Blankenberge;;ES08D;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;266;;WV
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;26/8/1951;Zeebrugge;;ES18A;Michel Bequaert;Michel Bequaert;Male;Adult;Whole mount;3C-1-Culi-6;267;;WV
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;28/7/1955;Biarritz;;;;;Male;Adult;Whole mount;3C-1-Culi-6;268;;
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;29/4/1954;Frasnes;;FR05D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;269;;NA
Coll. M. Bequaert;Culex pipiens Linnaeus, 1758;30/8/1937;Gent; Afsnee;ES45D;Michel Bequaert;Michel Bequaert;Female;Adult;Whole mount;3C-1-Culi-6;270;;OV
