scientificName,accessRights,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,eventDate,year,locality,localityLatitude,LocalityLongitude,municipality,recordedBy,sex,lifestage,occurrenceID,georeferenceRemarks,decimalLongitude,decimalLatitude
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/7/1893,1893,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:81,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/7/1942,1942,Onoz - Spy,,,Jemeppe-sur-Sambre,A. Collart,Female,Adult,RBINS:modirisk:collection:82,centroid of respective UTM square given,4.65586093674589,50.472703517590254
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/8/1896,1896,,,,Etterbeek,E. Coucke,Female,Adult,RBINS:modirisk:collection:83,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/4/1892,1892,,,,Ixelles,,Female,Adult,RBINS:modirisk:collection:84,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/4/1892,1892,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:85,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/4/1894,1894,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:86,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,20/3/1896,1896,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:87,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,20/8/1935,1935,Grotte du pylône 136,,,Lanaye,Robert Leruth,Male,Adult,RBINS:modirisk:collection:88,centroid of respective UTM square given,5.661653446366415,50.813837147245536
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/4/1892,1892,,,,Ixelles,E. Coucke,Female,Adult,RBINS:modirisk:collection:89,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/6/1933,1933,,,,Antwerpen,Brandligt,Male,Adult,RBINS:modirisk:collection:90,centroid of respective UTM square given,4.395395238247643,51.19558150031238
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/6/1933,1933,,,,Antwerpen,Brandligt,Female,Adult,RBINS:modirisk:collection:91,centroid of respective UTM square given,4.395395238247643,51.19558150031238
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/9/1911,1911,,,,Francorchamps,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:92,centroid of respective UTM square given,5.979047768999941,50.446340741671165
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/9/1911,1911,,,,Francorchamps,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:93,centroid of respective UTM square given,5.979047768999941,50.446340741671165
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,22/4/1892,1892,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:94,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,23/4/1894,1894,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:95,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,23/5/1893,1893,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:96,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,24/5/1892,1892,,,,Ixelles,E. Coucke,Female,Adult,RBINS:modirisk:collection:97,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,24/7/1894,1894,,,,Brasschaat,E. Coucke,Female,Adult,RBINS:modirisk:collection:98,centroid of respective UTM square given,4.469791834431184,51.28459811292425
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,24/9/1911,1911,,,,Francorchamps,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:99,centroid of respective UTM square given,5.979047768999941,50.446340741671165
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,24/9/1911,1911,,,,Francorchamps,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:100,centroid of respective UTM square given,5.979047768999941,50.446340741671165
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/8/1893,1893,,,,Fléron,E. Coucke,Male,Adult,RBINS:modirisk:collection:101,centroid of respective UTM square given,5.6514870605177,50.63417213139914
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/9/1924,1924,,,,De Panne,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:102,centroid of respective UTM square given,2.6071350560616113,51.11331998954041
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/9/1933,1933,Grotte carriére inférieure,,,Lanaye,A. Collart,Male,Adult,RBINS:modirisk:collection:103,centroid of respective UTM square given,5.661653446366415,50.813837147245536
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,25/9/1933,1933,Grotte carriére inférieure,,,Lanaye,A. Collart,Female,Adult,RBINS:modirisk:collection:104,centroid of respective UTM square given,5.661653446366415,50.813837147245536
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/2/1894,1894,,,,Fléron,E. Coucke,Female,Adult,RBINS:modirisk:collection:105,centroid of respective UTM square given,5.6514870605177,50.63417213139914
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/6/1895,1895,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:106,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/8/1892,1892,,,,Etterbeek,E. Coucke,Female,Adult,RBINS:modirisk:collection:107,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,27/3/1892,1892,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:108,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,27/6/1931,1931,La Xhavée,,, ,,Male,Adult,RBINS:modirisk:collection:109,centroid of respective UTM square given,5.654018934734374,50.679089045943975
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,28/3/1892,1892,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:110,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/3/1894,1894,,,,Evegnée,E. Coucke,Female,Adult,RBINS:modirisk:collection:111,centroid of respective UTM square given,5.722109426202706,50.63254256358519
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/3/1894,1894,,,,Etterbeek,E. Coucke,Female,Adult,RBINS:modirisk:collection:112,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/9/1894,1894,,,,Etterbeek,E. Coucke,Male,Adult,RBINS:modirisk:collection:113,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,3/10/1895,1895,,,,Etterbeek,E. Coucke,Male,Adult,RBINS:modirisk:collection:114,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,3/4/1894,1894,,,,Evegnée,E. Coucke,Female,Adult,RBINS:modirisk:collection:115,centroid of respective UTM square given,5.722109426202706,50.63254256358519
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,3/6/1918,1918,Forêt de Soignes,,, ,André Léon Tonnoir,Female,Adult,RBINS:modirisk:collection:116,centroid of respective UTM square given,4.3819883970772535,50.74608651803466
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,3/8/1896,1896,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:117,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,30/7/1893,1893,,,,Fléron,E. Coucke,Male,Adult,RBINS:modirisk:collection:118,centroid of respective UTM square given,5.6514870605177,50.63417213139914
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,31/3/1892,1892,,,,Etterbeek,E. Coucke,Female,Adult,RBINS:modirisk:collection:119,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,4/5/1892,1892,,,,Ixelles,E. Coucke,Female,Adult,RBINS:modirisk:collection:120,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,4/9/1892,1892,,,,Sint-Lambrechts-Woluwe,E. Coucke,Male,Adult,RBINS:modirisk:collection:121,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,4/9/1935,1935,Grotte de Tridaine (B.20),,,Rochefort,Robert Leruth,Male,Adult,RBINS:modirisk:collection:122,centroid of respective UTM square given,5.20663831774551,50.19371804832431
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/4/1892,1892,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:123,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/4/1894,1894,,,,Brussel,E. Coucke,Female,Adult,RBINS:modirisk:collection:124,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/4/1894,1894,,,,Evegnée,E. Coucke,Female,Adult,RBINS:modirisk:collection:125,centroid of respective UTM square given,5.722109426202706,50.63254256358519
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/5/1922,1922,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:126,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/6/1918,1918,,,,Melsbroek,André Léon Tonnoir,Female,Adult,RBINS:modirisk:collection:127,centroid of respective UTM square given,4.458429907498498,50.92502221788491
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,6/4/1892,1892,,,,Ixelles,E. Coucke,Female,Adult,RBINS:modirisk:collection:128,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/1922,1922,Postel,,,Mol,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:129,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/1922,1922,Postel,,,Mol,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:130,centroid of respective UTM square given,5.186294567506461,51.27340790203188
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/10/1936,1936,,,,Antwerpen,Brandligt,Female,Adult,RBINS:modirisk:collection:131,centroid of respective UTM square given,4.395395238247643,51.19558150031238
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/10/1936,1936,,,,Antwerpen,Brandligt,Male,Adult,RBINS:modirisk:collection:132,centroid of respective UTM square given,4.395395238247643,51.19558150031238
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/7/1918,1918,,,,Anderlecht,André Léon Tonnoir,Female,Adult,RBINS:modirisk:collection:133,centroid of respective UTM square given,4.313655544145898,50.8368093510628
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,9/6/1878,1878,Vezin,,,Andenne,Henri Donckier de Donceel,Female,Adult,RBINS:modirisk:collection:134,centroid of respective UTM square given,5.00986800474165,50.51209868070501
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,9/6/1878,1878,Vezin,,,Andenne,Henri Donckier de Donceel,Female,Adult,RBINS:modirisk:collection:135,centroid of respective UTM square given,5.00986800474165,50.51209868070501
Culex pipiens,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,,,Sint-Pietersberg-groeve III,,, ,,Male,Adult,RBINS:modirisk:collection:136,centroid of respective UTM square given,5.661653446366415,50.813837147245536
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,1/8/1923,1923,,,,Bullange,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:137,centroid of respective UTM square given,6.2907865071788605,50.40796418286811
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/11/1917,1917,,,,Ukkel,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:138,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/11/1917,1917,,,,Ukkel,Guilliaume Severin,Male,Adult,RBINS:modirisk:collection:139,centroid of respective UTM square given,4.383313667769996,50.79103769697872
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/1908,1908,,,,Gent,Paul de Moffarts,Female,Adult,RBINS:modirisk:collection:140,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/1910,1910,,,,Gent,Paul de Moffarts,Male,Adult,RBINS:modirisk:collection:141,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/3/1896,1896,,,,Oudergem,E. Coucke,Female,Adult,RBINS:modirisk:collection:142,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/10/1894,1894,,,,Brussel,E. Coucke,Male,Adult,RBINS:modirisk:collection:143,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/11/1913,1913,,,,Brussel,,Female,Adult,RBINS:modirisk:collection:144,centroid of respective UTM square given,4.384642333258973,50.83598850241617
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/3/1943,1943,Bemel,6.2102029000000005,-75.5671225,Sint-Pieters-Woluwe,Narcisse Leleup,Male,Adult,RBINS:modirisk:collection:145,centroid of respective UTM square given,4.455625713577015,50.83512448461186
Culiseta annulata,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/10/1911,1911,,,,Francorchamps,Guilliaume Severin,Female,Adult,RBINS:modirisk:collection:146,centroid of respective UTM square given,5.979047768999941,50.446340741671165
