type,language,licence,rightsHolder,institutionCode,datasetName,basisOfRecord,eventID,lifeStage,locationID,sex,scientificName,genus,specificEpithet,identificationRemarks,occurrenceID,occurrenceRemarks,dateIdentified,individualCount,identifiedBy,decimalLatitude,decimalLongitude,habitat,municipality,comments,eventDate
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc1,larvae,N1L030,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL259,,2012/10/31,17,Isra Deblauwe,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc1,larvae,N1L030,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL260,,2012/10/31,1,Isra Deblauwe,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/19 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc2,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL261,at the back,2012/10/31,4,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L018Oct,larvae,N1L018,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL262,,2012/10/31,10,Isra Deblauwe,50.3649676625777,4.9985009538961,tyre,Assesse,tyres next to field,2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L027Oct,larvae,N1L027,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL263,,2012/10/31,46,Isra Deblauwe,50.3649676625777,4.9985009538961,plastic container,Assesse,next to N1L018,2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L029Oct,larvae,N1L029,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL264,,2012/10/31,2,Isra Deblauwe,50.363868,5.041324,water trough,Assesse,,2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc2,adult,N1L030,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL265,,2012/11/5,1,Isra Deblauwe,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc2,adult,N1L030,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL266,,2012/11/5,1,Isra Deblauwe,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc2,adult,N1L030,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL267,,2012/11/5,1,Isra Deblauwe,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc2,adult,N1L030,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL268,,2012/11/5,1,Isra Deblauwe,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc2,adult,N1L030,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL269,,2012/11/5,1,Isra Deblauwe,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc2,adult,N1L001,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL270,at the back,2012/11/5,1,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc2,adult,N1L001,male,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL271,at the back,2012/11/5,1,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Oc2,adult,M2L002,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL272,,2012/11/5,1,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/10/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc2,adult,M2L020,male,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL273,fallen in water after eclosion,2012/11/5,1,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc2,adult,M2L020,male,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL274,fallen in water after eclosion,2012/11/5,1,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L020Oc2,adult,M2L020,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL275,fallen in water after eclosion,2012/11/5,1,Isra Deblauwe,50.996136,5.621494,metal container,Maasmechelen,on private property of APK Infra & Bouw,2012/10/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc2,larvae,N1L001,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL276,"right, in front",2012/11/5,12,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Oc2,adult,N1L001,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL277,at the back,2012/11/5,1,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L002Oc2,adult,M2L002,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL278,,2012/11/5,1,Isra Deblauwe,50.996695,5.621543,tyre,Maasmechelen,,2012/10/31 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L022Oc2,adult,M2L022,female,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL279,,2012/11/5,1,Isra Deblauwe,50.997734,5.622481,plastic sheet,Maasmechelen,APK Infra & Bouw,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L022Oc2,adult,M2L022,male,Aedes koreicus,Aedes,koreicus,,ITG:MOSQ:LARV:EL280,,2012/11/5,1,Isra Deblauwe,50.997734,5.622481,plastic sheet,Maasmechelen,APK Infra & Bouw,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Oct,adult,M2L023,female,Culex torrentium,Culex,torrentium,,ITG:MOSQ:LARV:EL281,,2012/11/5,1,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Oct,adult,M2L023,female,Culex torrentium,Culex,torrentium,,ITG:MOSQ:LARV:EL282,,2012/11/5,1,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL283,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077,metal container,Maasmechelen,Sand and gravel quarry,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL284,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077,metal container,Maasmechelen,Sand and gravel quarry,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,male,Culex torrentium,Culex,torrentium,,ITG:MOSQ:LARV:EL285,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077,metal container,Maasmechelen,Sand and gravel quarry,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL286,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077,metal container,Maasmechelen,Sand and gravel quarry,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L038Oct,adult,M2L038,female,Culex pipiens,Culex,pipiens,,ITG:MOSQ:LARV:EL287,,2012/11/5,1,Isra Deblauwe,50.997802,5.605077,metal container,Maasmechelen,Sand and gravel quarry,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:M2L023Oct,adult,M2L023,male,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL288,1 prealar scale,2012/11/6,1,Isra Deblauwe,50.994774,5.672062,tyre,Maasmechelen,close to road,2012/10/24 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L030Oc2,adult,N1L030,female,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL289,in collection,2012/11/6,1,Isra Deblauwe,50.331272,5.03139,plant box,Ciney,"Vincon, at entry, stone plant box",2012/10/26 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Ap1,larvae,N1L001,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL290,,2012/4/17,122,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/4/13 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L001Ap1,larvae,N1L001,unknown,Aedes geniculatus,Aedes,geniculatus,,ITG:MOSQ:LARV:EL291,,2012/4/17,319,Isra Deblauwe,50.339200617,5.0457397,tyre,Hamois,"Natoye, Havelange",2012/4/13 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Ap1,larvae,N1L004,unknown,Aedes geniculatus,Aedes,geniculatus,,ITG:MOSQ:LARV:EL292,,2012/4/17,100,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/4/13 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L011Ap1,larvae,N1L011,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL293,,2012/4/18,49,Isra Deblauwe,50.327532,5.035719,water trough,Ciney,"Reuleau, open tank",2012/4/13 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L012Ap1,larvae,N1L012,unknown,Aedes japonicus japonicus,Aedes,japonicus japonicus,,ITG:MOSQ:LARV:EL294,,2012/4/18,1,Isra Deblauwe,50.328419,5.028772,tyre,Ciney,"Vincon, tyres in field",2012/4/13 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Apr,larvae,N1L010,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL295,,2012/4/18,24,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/4/13 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L010Apr,larvae,N1L010,unknown,Culex pipiens/torrentium,Culex,pipiens/torrentium,determination uncertain,ITG:MOSQ:LARV:EL296,,2012/4/18,1,Isra Deblauwe,50.3316001165932,5.0328486104137,tyre,Ciney,"Vincon, on silage & next to stable",2012/4/13 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Ap1,larvae,N1L004,unknown,Culiseta annulata,Culiseta,annulata,,ITG:MOSQ:LARV:EL297,small larvae (unid sp.1),2012/4/17,19,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/4/13 0:00:00
event,en,https://creativecommons.org/licenses/by/2.0/,ITG,ITG,Exosurvey Larval Sampling,preservedSpecimen,ITG:MOSQ:LARV:EV:N1L004Ap2,larvae,N1L004,unknown,Aedes geniculatus,Aedes,geniculatus,,ITG:MOSQ:LARV:EL298,,2012/4/30,9,Isra Deblauwe,50.3358627277969,5.0716363022496,tyre,Hamois,"Natoye, N2 Sarri Pneus",2012/4/27 0:00:00
